domain,phone_numbers,social_links,status
aetheradvisors.com,,https://www.linkedin.com/in/julie-ryan-3a46504/,ok
ageanabrett.com,,,failed
crossroadsrvpk.com,,,failed
fightguard.net,7144575391; 8773036180,,ok
nationalcapitalfitday.com,,,failed
ordercrustandbuns.com,,,failed
seattlecandle.com,,,ok
theneedlehouse.com,,,ok
allstarbp.com,,,failed
dallassurgicalgroup.com,2143506672; (214) 350-6672,,ok
daveandtracy.org,,,failed
garagedoor-repair-waynenj.com,(973) 319-7770; 9733197770,,ok
jshs-tn.utk.edu,,,failed
jtheater.com,,,ok
randrdance.com,8435039616,https://www.facebook.com/676206005802894; https://www.instagram.com/randr_dance/,ok
sbstransportllc.com,,https://www.instagram.com/sbstransportllc/; https://www.facebook.com/101932885163238,ok
when2heartsbeatas1.org,,,failed
abreakdisabilityandrespite.com,,,ok
aestatix.com,,https://www.instagram.com/aestatix/; https://www.linkedin.com/company/aestatix/,ok
cadottfamilyrestaurant.com,7159780027; 715-978-0027; %20715-978-0027,https://www.instagram.com/cadottfamilyrestaurant/; https://www.facebook.com/cadottfamilyrestaurant/,ok
figureitoutagency.com,,https://www.instagram.com/figureitoutagency,ok
galleongc.com,,,failed
jadynbags.com,,https://www.facebook.com/jadynbags; https://www.instagram.com/jadynbags/,ok
liverpoolchurch.com,,,ok
cwenergyusa.com,+14809981694; 4809981694,https://www.linkedin.com/company/cwenergy/about/; https://www.facebook.com/cwenergyusa/,ok
indiyoung.com,,https://www.linkedin.com/in/indiyoung/; https://www.instagram.com/indiyoung_/,ok
newasianjuyuan.com,7635958888; 763-595-8888,,ok
simplicitymovers.com,,,failed
smartdivorcestrategy.com,,https://www.linkedin.com/in/lauramiolla/; https://www.instagram.com/thebrainwisecoach/,ok
tandoorrestaurants.com,,https://facebook.com/tandoorgrill; https://www.instagram.com/tandoor_indianslc?igsh=MXJnbXZvZGF4b3Bncw==,ok
tribeofdantours.com,,,ok
boyettrecovery.com,,,failed
erikashome.com,,,failed
hbcofrochester.org,217%20491%203343; 2174913343,https://www.facebook.com/JesuslovesRochester/,ok
littlefeetforestschool.org,,,failed
motinidesigns.com,,,ok
nationalcarousels158.com,,,failed
2020relining.com,,,failed
advancenetsupport.com,7864263492; 3053066487; 786-426-3492,,ok
drtompastor.com,6123143739,,ok
mottshay.com,,,ok
patscrap.co.uk,,,ok
rethinkingwealth.org,305-333-0457; (305) 333-0457; 3053330457,https://www.facebook.com/inkaspraytan; https://www.instagram.com/inkaspraytan/,ok
centralcoastmd.com,8055426392; 8055697567; 8054341491; 8054737670; 8055697477; 8054503322; 8052963550; 8055467723; 8057393436,,ok
ellen4wcsd.com,,,failed
missinglnk.com,,,ok
themorvarid.com,,,failed
thephotoboothunlimited.com,,,failed
urtubiavielma.com,3074591883,https://www.linkedin.com/in/pablourtubia/; https://www.linkedin.com/company/urtubiavielma/; https://www.linkedin.com/in/camila-vielma-reyes-25911941/,ok
advertiserandmarketersplatform.com,,,failed
carvedsoulsmusic.com,,,ok
assemblyninja.com,9092789985; 909-278-9985,,ok
biodyn-lifesciences.com,,,ok
pastorecompany.com,,,ok
sheetmetallocal399.com,843.554.4418; 8435544418,https://www.facebook.com/local399/?fref=ts,ok
sweetadswebcast.com,,,ok
greenissue.eu,,,failed
kcc.org,,https://www.facebook.com/KagyuChangchubChuling,ok
river-valley-rv-park-tx.business.site,,,failed
scentvillage.com,7022966326,,ok
virtekcompany.com,8008449182,,ok
saipanyc.com,,,failed
hiddengallerywines.com,,https://www.instagram.com/hiddengallerywines/; https://www.facebook.com/hiddengallerywines,ok
kristyler.com,6024302769,https://www.facebook.com/#,ok
perspicacitylabs.com,,,ok
theuntamedcreative.co,,https://www.instagram.com/unbridledform,ok
angelabrite.com,,,failed
clovercutsandcolor.com,,,failed
macazancorp.com,,,ok
ngchm.net,,https://www.facebook.com/sharer/sharer.php?u=%2fpost%2flinkout-type-descriptions%2f; https://www.linkedin.com/cws/share?url=%2fpost%2fhow-to-embed-next-generation-clustered-heat-maps-v2%2f; https://www.linkedin.com/cws/share?url=%2fpost%2fhow-to-embed-next-generation-clustered-heat-maps%2f; https://www.facebook.com/sharer/sharer.php?u=%2fpost%2fhow-to-create-next-generation-clustered-heat-maps-with-interactive-builder%2f; https://www.linkedin.com/cws/share?url=%2fpost%2fclustered-heat-maps-for-big-data%2f; https://www.linkedin.com/cws/share?url=%2fpost%2fnew-features-in-ngchm-viewer%2f; https://www.facebook.com/sharer/sharer.php?u=%2fpost%2fhow-to-examine-pathways-in-next-generation-clustered-heat-maps%2f; https://www.facebook.com/NextGenerationClusteredHeatMap; https://www.facebook.com/sharer/sharer.php?u=%2fpost%2fclustered-heat-maps-for-big-data%2f; https://www.facebook.com/sharer/sharer.php?u=%2fpost%2fnew-features-in-ngchm-viewer%2f; https://www.linkedin.com/cws/share?url=%2fpost%2fnew-features-in-rstudio-ngchm%2f; https://www.facebook.com/sharer/sharer.php?u=%2fpost%2fhow-to-embed-next-generation-clustered-heat-maps%2f; https://www.facebook.com/sharer/sharer.php?u=%2fpost%2fnew-features-in-ngchm-galaxy%2f; https://www.linkedin.com/cws/share?url=%2fpost%2fhow-to-examine-pathways-in-next-generation-clustered-heat-maps%2f; https://www.linkedin.com/cws/share?url=%2fpost%2fhow-to-create-next-generation-clustered-heat-maps-with-interactive-builder%2f; https://www.facebook.com/sharer/sharer.php?u=%2fpost%2fhow-to-embed-next-generation-clustered-heat-maps-v2%2f; https://www.linkedin.com/cws/share?url=%2fpost%2fnew-features-in-ngchm-galaxy%2f; https://www.linkedin.com/cws/share?url=%2fpost%2fhow-to-create-next-generation-clustered-heat-maps-with-isb-cgc-data%2f; https://www.facebook.com/sharer/sharer.php?u=%2fpost%2fhow-to-create-next-generation-clustered-heat-maps-with-isb-cgc-data%2f; https://www.linkedin.com/cws/share?url=%2fpost%2flinkout-type-descriptions%2f; https://www.facebook.com/sharer/sharer.php?u=%2fpost%2fnew-features-in-rstudio-ngchm%2f,ok
projectgestalt.com,,https://www.linkedin.com/in/patty-clark-2874281bb/; https://www.linkedin.com/company/project-gestalt/about/; https://www.linkedin.com/in/neil-glenn-jacobson/,ok
ridgelinehomeinspect.com,9206094799,,ok
serenapezzato.com,,,failed
theblueprintshop.com,8502242699; 8502706332,https://www.facebook.com/tallahasseeblueprinting,ok
yourtowcompany.com,4258219004,https://www.facebook.com/yourtowcompany; https://www.instagram.com/yourtowco?igshid=NGVhN2U2NjQ0Yg==,ok
designedbycarla.com,,https://www.linkedin.com/company/designedbycarla; https://www.instagram.com/designedbycarla/; https://www.facebook.com/designedbycarla; https://www.linkedin.com/in/carlastiles/,ok
joyfuladoptions.com,7032221101; 7032223393,,ok
king-alexander.com,,,failed
signaturesportsurfaces.com,,,ok
whymessa.com,2159407700; 2158441614; 8568109555; 2155683500; 8568109500; 9083003900; 8568330600; 6105185328,,ok
deperevfw.net,,,ok
forrestpierce.com,,,ok
northsidemeadows.com,,,failed
snfdata.com,1-877-610-3282,,ok
taam.org,,https://www.facebook.com/100064335412739; https://www.facebook.com/BosnianTurkish; https://www.instagram.com/turkishamericanassociationofmn/,ok
archaeology.virginia.edu,,,failed
myapexhomeinspection.com,2085591353,https://www.facebook.com/MyApexHomeInspection/; https://www.instagram.com/myapexhomeinspection/,ok
rivertownslp.com,,,failed
scottsbluffcountyscanner.com,9402246211; 3086297822; 5312574599; 3082253241; 9402246315,http://instagram.com/panhandlescanner; https://facebook.com/panhandlescanner; https://instagram.com/panhandlescanner,ok
bloggingforextrader.com,,,failed
green-graphixz-clothing-company.business.site,,,failed
ogcut.com,,https://www.instagram.com/_ogeee,ok
50ggirls.com,,,failed
alluredesign.org,,,ok
moving2branson.com,,,ok
roland4fairview.com,,,failed
beezneedz.com,,http://instagram.com/shopify,ok
callunakennels.com,6179216197,https://www.facebook.com/101521885534293; https://www.instagram.com/callunakennels/,ok
car.hk,8526904230; 878-0910-0770; +852 69042300,,ok
audinashville.com,8558946954,https://www.instagram.com/AudiDowntownNashville/; https://www.facebook.com/audidowntownnashville; https://www.instagram.com/audi/; https://www.facebook.com/pages/Audi-Nashville/162522013767116,ok
blackdiamondregulatory.com,2672513123,,ok
drmeganseltz.com,,,ok
petexplain.com,,,failed
rainbowphillyweddingofficiants.com,2158703103,,ok
sinceremobilephlebotomy.net,6822631152; 8179393117,https://www.facebook.com/sincerephlebotomy; http://instagram.com/,ok
aquamarinejewelrystudio.com,,,ok
christinereidphotography.com,,,failed
dolphinsdigital.org,,http://linkedin.com/; https://facebook.com/,ok
downunderpottery.com,4024777655; 402-477-7655,https://www.facebook.com/people/Down-Under-Pottery/100048133515642/#; https://www.instagram.com/downunderpottery/,ok
drrudlin.com,8043531000,,ok
interstatetruck.com,4047632000,,ok
oldfarmhouseprimitives.com,7179406057,https://www.instagram.com/oldfarmhouseprimitives/; https://www.facebook.com/OldFarmhousePrimitives,ok
dskidsermons.com,,https://www.facebook.com/dskidsermons/,ok
autobodiparts.com,+13237447383; 3237447383; 3072082008,,ok
hiddenforestdesign.com,,,failed
jahmakingsconstruction.com,,,failed
journey2beme.com,,,failed
marylandplatingservicinginc.com,,,ok
salazarthomas.com,,,ok
3lnotary.com,,,failed
creativitythroughconstraints.com,,,ok
govirtualoffice.com,,https://www.linkedin.com/company/govirtualoffice; https://www.facebook.com/govirtualoffice/,ok
origingolf.com,7605994499,,ok
secag.org,4697087818,http://www.facebook.com/keenwise,ok
theburningship.com,,,ok
gforcefoundation.com,,https://www.facebook.com/GForceAR,ok
limitlesscounselingservices.com,,,failed
lodgelivin.com,,,ok
sben.org,,,ok
trusted-home-inspection.business.site,,,failed
dotsandcubes.com,,,failed
foreverepoxy.com,5068781444; 1-506-850-9956; 15068509956; 5068509956,https://www.facebook.com/forever.epoxy/; https://www.facebook.com/epoxy.forever,ok
gkama.com,,,failed
graspinc.org,,https://www.instagram.com/grasppetrescue/; https://www.facebook.com/GRASPinc,ok
realtorhsu.net,,,failed
shah-impex.com,,,failed
yogawithorly.com,,,failed
happydaycreations.net,5616284824,https://www.facebook.com/happydaycreations,ok
libanswers.shadygrove.umd.edu,3017386020; +13017386020; 3017998771,http://www.facebook.com/USGPriddyLibrary,ok
putitontheglass.com,,,failed
gougeon.com,,,failed
sonicshopper.com,,,ok
d30ufu6vr9yoyg.cloudfront.net,,,failed
darstproperties.com,,,ok
teriorr.weebly.com,,https://www.instagram.com/thebeboplab/,ok
worldsframedbywords.com,,,ok
auroratechservices.com,2814537400; 2814537700; 2107295060,,ok
godsministryfellowship.com,,,failed
homeworkninjas.com,,,failed
vickcarneylaw.com,8175965533,,ok
azrielassetmgmt.com,,,failed
carrettausa.com,9737709330,,ok
puppetheap.com,,http://instagram.com/puppetheap; https://www.facebook.com/puppetheap/; https://www.linkedin.com/company/puppetheap/,ok
marinbaroque.org,4154976634,https://www.facebook.com/marin.baroque; https://www.instagram.com/marinbaroque/,ok
myacem.com,,,failed
par1cleaners.business.site,,,failed
acupuncture-oriental-massage.business.site,,,failed
bluemercury.com,,https://www.instagram.com/bluemercury/; https://www.facebook.com/bluemercury/,ok
cryptonewsupdate.com,,,ok
greenbikerentals.com,,,failed
riolentoranch.com,,,failed
teambuildergroup.com,,,failed
vpropertysolutions.com,4842020710; +14842020710,http://www.instagram.com/vantagepropertysolutions; http://www.facebook.com/vantagepropertysolutions,ok
embodyacupuncture.com,9177492909,,ok
neilheffernan.net,,,ok
paynespringsumc.org,,,ok
castoreclothing.com,,,failed
palaciopet.com,,,failed
wilkins-grocery.edan.io,8044938660; (804) 493-8660,,ok
artandglamstudio.com,,,failed
fayreconsulting.com,,,ok
it10103.wordpress.com,,,ok
overlakecollie.com,,,ok
hollytreeservice.net,+18454772104; 8454772104,https://facebook.com/profile.php?id=100091209788929; https://instagram.com/hollytreeservice,ok
lalupitaberwyn.net,,,ok
paradiseatlasttravel.com,912-308-8311; 9123088311,https://www.facebook.com/Brandi-Cutrell-Cruise-Planners-1550468978606361/?fref=ts,ok
pcinapa.com,5757463597; 5058642246; 5058651006,,ok
sanchez-lawn-care-and-landscaping-services.business.site,,,failed
carissahannumtherapy.com,2026775049; 2026563681,,ok
hometheatersystemgainesville.com,,,failed
mctierart.com,7066990660; 2127601228,https://www.instagram.com/mctierart/; https://www.facebook.com/mctierart; https://www.linkedin.com/in/jacemctier/,ok
myfriendsandme.net,,https://www.instagram.com/myfriendsandme_inc; https://www.facebook.com/myfriendsandmeinc,ok
pestcontrolmodestoca.org,,,failed
horizon-international.com,,,failed
imcl-conference.org,,,ok
knickonwood.com,,,ok
lukesmma.com,,,failed
accubuiltnw.com,(253)%20802-4841; (253) 802-4841; 2538024841,,ok
carriecrespo.com,,,ok
celebaesthetics.com,,,failed
dorsettchapel.org,7046376759,https://www.instagram.com/dorsettchapel/; https://www.facebook.com/dorsettchapel,ok
hudsonlux365.com,+1(305) 928-0661; 3059280661,https://www.facebook.com/hudsonlux365; https://instagram.com/hudsonlux365/,ok
velabrand.com,,,ok
awbrueggemann.com,,,failed
rhcapco.com,,,ok
bintiboutique.llc,,,ok
elegantdjservices.com,,,ok
fccherrick.org,,,ok
shiftflg.com,,,failed
coastaldefense.business.site,,,failed
itlogo.net,,,ok
southernuc.com,//1-912-898-2277; 8433574357; 8433574359; //1-843-357-4357; 9128982227; //1-912-898-2227; 9128982230,https://www.facebook.com/pages/category/Medical-Center/Southern-Urgent-Care-Murrells-Inlet-406197416153236/; https://www.instagram.com/accounts/login/?next=/southernuc31410/; https://www.facebook.com/SouthernUrgentCare,ok
prlassociates.net,6077858381; 6077858382,https://www.facebook.com/PRLAssociates,ok
sewardlostlakelodge.com,,,failed
cahabacreative.com,,,ok
eattacorepublic.com,,https://www.instagram.com/eattacorepublic/; https://www.facebook.com/TheTacoRepublic/?ref=pages_you_manage,ok
ehardts.com,,,failed
secondnaturedesignsmv.com,5086276594,https://www.facebook.com/SecondNatureDesignsMV/; https://www.instagram.com/secondnaturedesignsmv/?hl=en; https://www.linkedin.com/in/renee-clermont-5896095a,ok
skgfitness.training,,https://www.facebook.com/SKGFitnessTraining,ok
crazy.builders,,,failed
laurafoxreel.com,3102055812; 3102055896; 3102055811,,ok
littleredfarmhousegifts.net,,,failed
msconfinance.com,,https://www.facebook.com/ms.confinance/; https://www.instagram.com/ms.confinance,ok
reflexdelivery.com,,,failed
rollupdoorrepairnyc.com,9177911393,,ok
yoursbasource.com,,,ok
acifund.com,8182351444,,ok
capricommercialcapital.com,5037656960,,ok
cherrycreektributaries.com,,,failed
amplifiedconcepts.com,,https://www.instagram.com/amplifiedconcepts/; https://www.facebook.com/AmplifiedConcepts; https://www.linkedin.com/company/amplifiedconcepts,ok
marriagecounselingmemphis.com,,,failed
silverbaytech.com,,,ok
borderwarswrestling.com,7315588696,,ok
brentwood365.com,6185314000,https://facebook.com/search618,ok
bubsnola.com,,,ok
deliverance-ministry-new-york.com,,,failed
glovemitten.com,,,failed
loudandclaire.com,6174162641,https://www.facebook.com/loudandclaire/; https://www.facebook.com/loudandclaire,ok
myfocuspsych.com,,,failed
xpressbenefits.net,8327061739,,ok
crestonhousefl.com,800-587-2287; 8005872287,https://www.facebook.com/coastalrealtyandpropertymanagement; https://instagram.com/CoastalRealtyFL,ok
dreamlab.design,,,ok
karrgroupco.com,,,ok
paigeleblanc.com,,https://www.linkedin.com/in/paige-leblanc-4a87875b/,ok
quick9.io,,,ok
tefftfoundation.com,6034723557,,ok
winningham-iron-metal.business.site,,,failed
budgetmobilehometransport.com,+14053634330; 4058802041,https://www.facebook.com/p/Budget-Mobile-Home-Transport-100057698160037/,ok
fineartsbiz.com,,,ok
sammycarlosdelicatessencatering.net,,,ok
eventsbyabel.com,,,failed
aproa.org,,,ok
ftworthepoxyflooring.com,,,failed
gsiprint.com,2489600077,,ok
hellorichmond.net,,,failed
highbrow-beauty.com,6054314825,https://www.facebook.com/permanentmakeupbytasia,ok
kikimo.com,3108236817,https://instagram.com/kikimoinc/; https://www.facebook.com/kikimoinc/,ok
krambu.com,+18334572628; 8334572628,https://linkedin.com/company/krambu,ok
mhkeratin.com,,,ok
muhlbauerlab.com,5855865166,,ok
positivesideofgolf.com,,,ok
carolynlewismed.com,,,failed
dionisioducusin.com,,,failed
forsythvet.com,5855034498,,ok
hitsforhomeless.com,,,failed
innsofcourt.org,,,ok
oldtraditiontattoo.com,3233335394; +13233335394,https://www.instagram.com/crunchie.mee; https://www.instagram.com/jlb_tattoos/; https://www.instagram.com/frost_bot; https://instagram.com/oldtraditiontattoo; https://www.instagram.com/tylerkhanley; https://www.facebook.com/oldtraditiontattoo?ref=br_tf; https://www.instagram.com/teixeira_tattoos; https://www.instagram.com/JOSHCUSTOMART/,ok
phalanxgrpservices.org,7732911086,,ok
wadeloans.com,,,failed
dbdtravel.net,8663238728; 866-323-8728,https://www.facebook.com/DestinationsByDesign/; https://www.instagram.com/destinations_by_design/,ok
easystreetcookies.com,,https://il.linkedin.com/company/wix-com?trk=public_jobs_topcard_logo; https://www.facebook.com/wix; https://www.instagram.com/wix,ok
millarandsons.net,2672469773,https://www.instagram.com/millarandsons/?hl=en; https://www.linkedin.com/company/millar-and-sons-inc/; https://www.facebook.com/Millar-and-Sons-Inc-193085170723228/,ok
parklandhairclinic.info,,,failed
slrslingshotrentals.com,,,failed
atlanticsltd.com,,https://www.facebook.com/; https://www.instagram.com/,ok
gooddogsfarm.com,,,ok
singinglessonstemecula.com,3235731408,http://www.facebook.com/viviengainesvocalstudio,ok
ssmobile.store,,,ok
atlantanephrologyassociates.com,5156614932; 515.661.4932,https://www.facebook.com/htmlmarketing/; https://www.linkedin.com/in/justinrogers/,ok
brushsolutions.net,,https://www.facebook.com/brushsolutions,ok
change-points.com,,,ok
fkideas.com,,,ok
fortcollinsshowerdoor.com,9702179360,,ok
pinilishalpern.com,+19734011111; 9734011111,,ok
truelifetx.org,,,ok
17thstreetthaisushifl.com,,,ok
colonsource.com,,,ok
libertybaptist.org,4082745611; 1-408-274-5611,https://www.instagram.com/libertybaptistsj/; https://www.facebook.com/LBCSanJose,ok
sunnirey.shop,,,failed
cloudspeed24x7.com,,,failed
gambittechconsulting.com,,,failed
heather-brooks-painted-furniture.ueniweb.com,,https://www.facebook.com/share.php?u=https%3A//heather-brooks-painted-furniture.ueniweb.com&title=Heather%20Brooks%20Painted%20Furniture,ok
ilikeflatroofs.com,,,ok
juniorchefsofamerica.org,,https://www.facebook.com/juniorchefsoa; https://www.instagram.com/jcoarocks; http://instagram.com/juniorchefsofamerica,ok
kccashbuyer.com,8168047783,,ok
the-chimneymasters.com,8889695586; 832-990-9333,,ok
willowglenhomeandgarden.com,4082861400,http://www.facebook.com/willowglenhomeandgarden,ok
writingonboard.com,,,ok
jettbt.com,6783875715; 6783875717; 7706676178,https://www.facebook.com/JETTBusinessTechnology; https://www.linkedin.com/company/jett-business-technology?trk=top_nav_home,ok
medicalcoatings.org,,,ok
rightstudents.org,,,failed
sofloweb.com,5612902980,https://www.instagram.com/soflowebteam; https://www.facebook.com/soflowebteam; https://www.linkedin.com/company/sofloweb/,ok
topbricole.site,,,failed
bhmedicalsupplies.com,2015747005,,ok
carolynsnails.com,,,failed
citycanyons.com,,,failed
blazingstargrange.org,,http://www.facebook.com/wix,ok
cityofmountlaketerrace.com,425-407-3999; 4257769173; 425-670-8260; 4257761161; 425-776-9173; 4256708260; 4254073999; 425-776-1161,https://www.linkedin.com/company/18235017,ok
globalonefinancialsolutions.com,,,failed
handymanexpressservice.net,,,failed
kufflet.com,7322191604,https://www.instagram.com/kufflet/; https://www.facebook.com/kufflet,ok
msjudithsewins.com,7734300958,https://www.facebook.com/Fabuloushairandweavesalon; https://www.linkedin.com/in/judithmarie,ok
actioncomedyfilms.com,,,ok
balancedwellnessami.com,8455324167,https://www.instagram.com/balancedwellnessami/; https://www.facebook.com/BalancedWellnessAmi,ok
drcharlieharper.com,3108834472; (310) 883-4472,https://www.facebook.com/drcharlieharper/,ok
myparee.com,,,failed
toothfairycleaningservice.com,,,failed
amfaviation.com,9319801215,,ok
cenladerm.com,3189333376; 3189333377,https://www.facebook.com/CenLaDerm; https://www.instagram.com/CenLaDerm,ok
central-texas-mobile-notary-notary-public.business.site,,,failed
cryptobroaden.com,,,failed
european-deli.com,,,ok
redrhinomovers.com,,,failed
the-greenwich.com,5132211151,https://www.facebook.com/pages/The-Greenwich/132754124391,ok
thefeldenkraiscenter.com,7149298893; +17149298893,https://www.linkedin.com/in/lori-malkoff-md-mph-6512261a7/,ok
asuzus.com,,,failed
coltonfamilydental.com,9098247060,,ok
esihealthcaresolutions.com,2148264373,https://facebook.com; https://instagram.com,ok
jonfoxmusic.com,,,failed
campaigntostopgunviolence.org,,,ok
clarionstl.com,,,ok
earthrenovation.net,+13125209918; 3125209918,,ok
globaltrustbnk.com,,,failed
morenohillssda.org,9514854646,//instagram.com/morenohillssda; https://www.facebook.com/morenohillssdachurch,ok
romanolawpllc.com,2487500270; 2489362105,,ok
beaconhillrealtygroup.com,,,failed
bodegaunclick.com,,,failed
designsbydjflorist.com,3047362550,https://www.facebook.com/CustomDesignsbyDJackson/,ok
hunterdecuir24.com,,,failed
mytomisushi.com,3108238944,https://www.instagram.com/mytomisushi/?hl=en; https://www.facebook.com/Tomi-sushi-535509370252851/,ok
therealbcmg.com,,,failed
tvwelove.com,,,failed
earthagent.org,,,ok
epocheducation.com,5103387924,https://www.instagram.com/epocheducation/; https://www.facebook.com/EpochEducation; https://www.linkedin.com/company/epoch-education-inc/?,ok
familyintimacy.com,9807295240,,ok
mompopshop.com,,https://www.instagram.com/p/CE4ZQ11JPED/; https://www.instagram.com/p/CEsLS9xJ7pZ/; https://www.instagram.com/p/CFAv0EGpVR2/; https://www.instagram.com/p/CEo7JJfJF7_/; https://www.instagram.com/p/CEzTCZ6JvcW/; https://www.instagram.com/p/CE9xlu7JLDV/; https://www.instagram.com/momandpopshoptruck/; https://www.instagram.com/p/CEumEgKJAdh/; https://www.instagram.com/p/CExDvuFp1Sk/; https://www.facebook.com/momandpopshoptruck,ok
alibaba-kebab.com,7168002222; 7166083333; 7169191111,https://www.instagram.com/alibabakebabbuffalo/?hl=en; https://www.facebook.com/AlibabaKebab716,ok
villavieira.com,8188780300,,ok
blueridgechair.com,,https://www.instagram.com/blueridgechairworks/; https://www.facebook.com/pages/Blue-Ridge-Chair-Works/276930045675311,ok
dewingscenter.org,2317683519,https://www.facebook.com/share/1DNcbqxi7f/; https://www.facebook.com/DewingsCenter/,ok
htiyos.com,,,failed
keepsakeweddingphotography.com,,,failed
maryfrancespencer.com,,,failed
mjwm225.com,,,failed
quality-trucking.com,,,failed
truefablespottery.com,,,failed
unitedcloudtechnologies.com,,,ok
bettygb.com,,,ok
jbdecker.com,,,failed
royaltylandscapinganddesign.com,,,failed
torres-hvac.business.site,,,failed
gametableadventures.com,,,failed
gov.aiogoconsultingllc.com,,,ok
outervisionsdesign.com,9254621484,https://www.linkedin.com/pub/lynda-meikle/11/269/277; https://www.facebook.com/outervisionslandscapedesign,ok
strivelacrosseacademy.com,8563048673,https://www.instagram.com/strivelacrosseacademy/; https://www.instagram.com/strivelacrosseacademy/?hl=en,ok
analogique.com,+12129894240; 2129894240,//www.instagram.com/; //facebook.com/; //linkedin.com/,ok
carpetworkshopofohio.com,,,failed
maiaschmidt.com,,https://www.instagram.com/maiaschmidtviolin/,ok
theconservancyproject.org,,,failed
bellocasa.com,7329082232,,ok
castor-group.com,12036227300,,ok
down-southmoving.business.site,,,failed
reeleminbaitandtackle.com,7725811027,https://www.facebook.com/Reel-Em-In-Bait-Tackle-657340811058678/,ok
thedoorse.com,,,ok
abcbni.com,,,failed
annatietzhomes.com,,,failed
chevrv.com,,,failed
cousineauforestproducts.com,6034287839; 6034287155,https://www.facebook.com/Cousineaus-Forest-Products-162068540484123,ok
goldenscrollsoloists.com,8609495609,https://www.instagram.com/goldenscrollsoloists/?hl=en; https://www.facebook.com/GSSstrings/,ok
greenershinglessanantonio.com,,,failed
hillartistry.com,3609268426,//facebook.com/hillartistry; http://www.linkedin.com/pub/linda-hill/1b/734/849/http://www.linkedin.com/pub/linda-hill/1b/734/849/; http://www.facebook.com/hillartistry,ok
kcsweep.com,,,failed
magarc.org,,https://www.facebook.com/groups/497073537139477/; https://www.facebook.com/groups/497073537139477/files/files?__cft__%5b0%5d=AZWV6soAHUG-bCSjBVe3Hwd8gu11wEAPCJYp8sWP1gj9-wHx3Bw5QfyzI6ypjvRPQeBp5dRIRPSkt6Lt1Lj58SLM7ls8d1-IROK63Z6Xjfjd-p4lsYFL2PeTh0zfFnuw7rIeUNirRFyF33QcYW7NnqmoyKxrBgH3pDDmPeGF0hcSAHsQy3a5s15IG2PqCpkl246Dn6Sf1nwXdg1JpQSdA5cU&__tn__=-UK-R,ok
mazalai.com,5103096812,https://www.facebook.com/mazalaicorp/; https://www.linkedin.com/company/mazalai-corp/; https://www.instagram.com/mazalai_/,ok
michaelskuceradentistry.com,,,failed
pastashopfresh.com,5105471423,https://www.facebook.com/markethallfoods; https://www.instagram.com/markethallfoods,ok
rvcoc.org,,,ok
statelinekids.com,,,failed
caninereproductivecenter.com,,,failed
kokuanutrition.com,"8335630471; p (425)224-6470, f (833)563-0471; 4252246470",https://www.facebook.com/Shelby-Slenkamp-MS-RDN-CD-104966600868165/?ref=aymt_homepage_panel&eid=ARCMWWxltXCQuWS_9YoeGhtrDkGZLg0BO_ziJ0ZQBxJLmeYTlW0y7CtpKAQz9ZM0Rg7NBf8eFiy3wlH5; https://www.instagram.com/shelbyerin_rdn/,ok
defioptions.org,,,failed
mrsbecerra.com,,,failed
royalinvestmentgroupinc.com,6602383558,,ok
tangles-salon.com,5139252400; +19252400333; 9252400333,https://www.instagram.com/tangles_salon_brentwood; https://www.facebook.com/TanglesBrentwood,ok
teitelbaumco.com,2164709333; 2168969400,,ok
vividsalonmadison.com,,,ok
crazypokemiami.com,7864017542,https://www.facebook.com/crazypokemiami; https://www.instagram.com/crazypokemiami,ok
executivecarservicelax.com,8008781995; +18008781995,,ok
ubercigar.com.au,,https://www.instagram.com/ubercigar/; https://www.facebook.com/groups/680435820719649/,ok
vitalaehealingarts.com,,,failed
ambazoniafoundation.org,,,failed
cepstone-llc.com,,,ok
djs-general-service-llc.business.site,,,failed
graphicmontzter.com,,,failed
logicworks.cc,5612027477,,ok
nsea.org,18007420047; 4024752630; 8007420047; 4024757611,http://www.instagram.com/nsea_org; https://www.facebook.com/nsea.org,ok
rjssigns.com,,,ok
wheelrepairphoenix.com,6026882242,,ok
lorettola.org,,,failed
pdassociation.org,8479869350,https://www.linkedin.com/company/private-directors-association/; https://www.facebook.com/privatedirectorsassociation/,ok
spots.edu,,https://www.instagram.com/saintphotiosseminary/?hl=en/; https://www.facebook.com/saintphotiosseminary/,ok
centurywebdesign.net,,,failed
holehunterindustries.com,5555555555,https://facebook.com/HoleHunt1; http://instagram.com/; https://www.facebook.com/HoleHunt1; http://linkedin.com/company/holehunterindustriesllc,ok
transtekautosales.com,,,failed
avdtechnologies.com,+91 83487 58478; 3125985611; +1 312 598 5611,,ok
cifsds.org,8582928165; 858-292-8165,https://www.instagram.com/cifsds/; https://www.facebook.com/CIFSDS,ok
meroscience.org,5412310164,https://www.facebook.com/MEROScienceProgram/,ok
runlikeclockwork.com,,https://www.linkedin.com/in/adriennedorison/; https://www.instagram.com/rlclockwork/,ok
themasker.com,,,ok
ercc.biz,3046361391; +13046361391,https://www.linkedin.com/company/15579798/; https://www.facebook.com/ElkinsRehabilitationandCareCenter/,ok
floridaloansigning.com,,,ok
kathrynanndesigns.com,,https://facebook.com/Kathrynanndesignsfun; http://instagram.com/kathrynanndesigns,ok
