domain,company_commercial_name,company_legal_name,company_all_available_names,phone_numbers,social_links,status
documentsandforms.com,Documents And Forms,,Documents And Forms,,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Fslaying-social-anxiety%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Fcash-building-strategies%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Fhow-to-price-your-product-or-service-just-right-2%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2F7-days-to-plr-profits-2%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Fdoing-business-with-paypal-2%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Fthe-master-guide-to-plr-2%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Fdont-delay-sell-more-online-2%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Fturning-digital-trash-into-cash-2%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Fheavy-duty-online-selling-2%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Finternet-marketing-secrets-unlocked%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Farticles-of-incorporation-2025-series%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Fmiracle-commissions%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Fproduct-flipping-for-cash-2%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Flearning-the-legalese%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Farticles-of-incorporation-2025-basic-series-free%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Finternet-marketers-guide-to-plr-2%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Fthe-master-guide-to-plr%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Fproduct-funnel-optimization%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Flearning-the-legalese-2%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Femail-marketing-101%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Fnetworking-public-speaking-for-internet-marketers-2%2F; https://facebook.com/; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Ftimeless-sales-strategies-2%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Faction-driven-living%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Fthe-ultimate-copywriting-handbook%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Fcash-building-strategies-2%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Fthe-branding-formula%2F; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdocumentsandforms.com%2Fdownloads%2Ffiresale-profits-revealed-2%2F,ok
lineoftecnologia.com,Line Of Tecnologia,,Line Of Tecnologia,,,failed
mikesagfencerepair.com,Mikesagfencerepair,Mike's Agricultural Fence Repair LLC.,Mikesagfencerepair | Mike's Agriculture Fence Repair | Mike's Agricultural Fence Repair LLC.,2402856648,https://www.facebook.com/Mikes-Agriculture-Fence-Repair-101798072153722/?ref=page_internal,ok
sootheyoursoulmassage.com,Soothe Your Soul Massage LLC.,Soothe Your Soul Massage LLC.,Soothe Your Soul Massage LLC. | Soothe Your Soul Massage,,,failed
thatpaintgirl.com,That Paint Girl,,That Paint Girl | That Paint,,http://instagram.com/thatpaintgrl,ok
cgllcairheatingandcoolingservices.business.site,C&G LLC- Air Heating and Cooling Services,,C&G LLC- Air Heating and Cooling Services,,,failed
clinejewelers.com,Cline Jewelers,,Cline Jewelers | Cline Jewelers in Edmonds | Cline Custom Jewelers | Cline Manufacturing Jewelers,,,failed
1vandegraaff.com,1 Van de Graaff,,1 Van de Graaff | Van de Graaff,,,failed
betterbuildco.com,Better Build Co.,Better Build Co.,Better Build Co.,5122708388; +15122708388,https://www.facebook.com/profile.php?id=100093143553622; https://www.instagram.com/austinhomeservices/?next=%2F,ok
dreamservicesoftware.com,Dream Service Software,,Dream Service Software | Dream Service,2106950795,https://www.linkedin.com/company/dream-service-software; https://www.instagram.com/dreamservicesoftware/; https://www.facebook.com/dreamservicecrm,ok
meskauskis.com,Meskauskis,,Meskauskis | Neil Meskauskis,,,ok
thelocalmanjakemangan.com,The Local Man,,The Local Man | Local Man,,,failed
timberwoodofnaples.org,Timberwood of Naples,,Timberwood of Naples | Timberwood,,,failed
two2brew.com,Two2Brew,,Two2Brew,8776627544,https://www.facebook.com/hellotwo2brew/; https://instagram.com/hellotwo2brew; //www.facebook.com/sharer.php?u=https://www.two2brew.com/products/ascaso-steel-duo-plus-new; //www.facebook.com/sharer.php?u=https://www.two2brew.com/products/blendtec-bar-blender,ok
loydayu.com,Loyda Yu,,Loyda Yu | Loyda Yu Century 21 Award | Erika Loyda Yu,6198897788; 6194757777,http://www.facebook.com/ErikaLoydaYu,ok
markhensonart.com,Mark Henson Art,,Mark Henson Art | Mark Henson,7072752201; 7077308538; 7072453507; 707-730-8538; 707-275-2201,http://www.facebook.com; http://www.instagram.com,ok
tangodown.com,TangoDown,TangoDown Inc.,Vickers Tactical Carry Trigger VTCT-002 Gen. | Vickers Tactical Carry Trigger VTCT-001 Gen. | TangoDown Inc. | TangoDown | Tango Down Llc,,,failed
iambaldianastyles.info,IAmBaldianaStyles,,IAmBaldianaStyles,,,failed
innovativeinstruction.org,Innovative Instructional Solutions,Innovative Instructional Solutions LLC.,Innovative Instructional Solutions | Innovative Instructional | Innovative Instructional Solutions LLC. | Instructional Solutions LLC.,,,failed
lassomd.com,Lasso MD,,Lasso MD,8884488149,https://www.instagram.com/hi.lassomd/; https://www.facebook.com/Hi.LassoMD/,ok
nefsvt.com,Northeast Farm Services,Northeast Farm Services Inc.,Northeast Farm Service | Northeast Farm Services Inc. | NEFS | Northeast Farm Sales & Service INC. | Northeast Farm Sales & Service | Northeast Farm Services,8027548863,https://www.instagram.com/nefsvt/; https://www.facebook.com/NortheastFarmServices/?ref=hl,ok
yourvibrantnutrition.com,Vibrant Nutrition & Wellness LLC.,Vibrant Nutrition & Wellness LLC.,Vibrant Nutrition & Wellness LLC. | Vibrant Nutrition & Wellness,7328295146; 732-829-5146,https://www.instagram.com/wellnessoneill/; https://www.linkedin.com/in/annette-o-neill-rdn-3182a5ba/; https://www.facebook.com/Dietitianinfo/,ok
burst-media.com,Burst Media Weddings,,Burst Media Weddings | BURST-MEDIA,2085739931,https://www.facebook.com/BurstMediaLLC/,ok
hightechautoservicesantamonica.com,High Tech Auto Service,,High Tech Auto Service | High Tech Auto Service Santa Monica,,,failed
rebeccathebadass.com,Rebecca Keating - Life Coach,,Rebecca Keating - Life Coach | Rebecca Keating,,https://www.instagram.com/rebeccaekeating/,ok
tsunamipolo.org,Tsunami Water Polo,,Tsunami Water Polo | San Francisco Tsunami Water Polo,,https://www.instagram.com/sftsunamipolo/?utm_source=ig_embed&utm_campaign=loading; https://www.facebook.com/SFTsunamiWaterPolo,ok
bergesenterpriseinc.com,Berges Enterprises Inc.,Berges Enterprises Inc.,Berges Enterprises Inc. | Berges Enterprise Inc.,,,ok
brooklyntreecompany.com,Brooklyn Tree Company,Brooklyn Tree Company,Brooklyn Tree Company | Brooklyn Tree,,,failed
citycenterwaco.com,City Center Waco,,City Center Waco,254.754.8989; 2547548989,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.facebook.com%2F230114996062234%2Fposts%2F907393761667684; https://www.instagram.com/wacodowntown/; https://www.facebook.com/230114996062234/posts/907393761667684; https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fwww.facebook.com%2F230114996062234%2Fposts%2F907393761667684&title=%09%09%09For%20all%20our%20art%20lovers%2C%20Downtown%20Waco%20is%20rich%20in%20local%20talent%2C%20as%20evidenced%20by%20the%20beautiful%20wall%20murals%20that%20adorn%20our%20city.%20Which%20one%20is%20your%20favorite%3F%20Comment%20down%20below%21%20%E2%AC%87%EF%B8%8F%20%F0%9F%8E%A8%09%09%09%09; https://twitter.com/intent/tweet?text=https%3A%2F%2Fwww.facebook.com%2F230114996062234%2Fposts%2F907393761667684; https://www.facebook.com/downtownwacotx/; https://facebook.com/216687328438429,ok
paysonhandyman.com,Better Way Homes,,Better Way Homes,,http://www.google.com/url?q=http%3A%2F%2Finstagram.com%2Fpaysonhandyman&sa=D&sntz=1&usg=AOvVaw0XxJ0NDLvG0pT2n_8zA_Rp; https://www.google.com/url?q=https%3A%2F%2Fwww.facebook.com%2Fpaysonhandyman%2F%3Fref%3Dpages_you_manage&sa=D&sntz=1&usg=AOvVaw00lBsIL37bVvNsYefyp_HP,ok
skdesignbuildllc.com,S&K Design-Build,S&K Design Build LLC.,S&K Design-Build | S&K Design Build LLC.,4067457506; 4067457500; 5206222590; 5413105612; 5207420457,https://www.facebook.com/sktcorp; https://www.linkedin.com/company/s&k-technologies/,ok
adaini.com,A daini,,A daini | ALEXANDRA DAINI,,,ok
brilliantcityreiki.com,Brilliantcityreiki,,Brilliantcityreiki | Brilliant City,,,failed
genfreellc.com,GenFree LLC.,GenFree LLC.,GenFree LLC.,,https://www.linkedin.com/company/genfree-llc; https://www.facebook.com/100137179118600,ok
gentzlerelectric.com,Gentzler Electric,Gentzler Electrical Services Inc.,Gentzler Electric | Gentzler Electrical Services Inc. | Gentzler Electric LLC. | Gentzler Electrical Svc Inc,2143412890; (214) 341-2890; 1-214-341-2890,,ok
moorecapitalservices.net,Moore Capital Services,,Moore Capital Services,,,ok
amendedbeauty.com,Amended Beauty,,Amended Beauty,7194459706,https://www.facebook.com/hue32; https://instagram.com/amendedbeauty; https://www.instagram.com/browbarinc_template/,ok
beautifulbodybabes.com,Beautiful Body Babes,,Beautiful Body Babes,,,failed
charlesmann-contracting.com,Charles Mann Contracting,,Charles Mann Contracting,,,failed
growthfutures.net,Growth Futures,Lafayette Commodities Inc.,Growth Futures | Lafayette Commodities Inc.,,,failed
janarose.us,Jana Rose,Jana Stewart LLC.,Jana Rose | Jana Stewart LLC.,,https://www.instagram.com/p/CtpAf4TJKnC/; https://www.instagram.com/reel/Ct7P56apYIg/; https://www.instagram.com/reel/CuDXVwGJ5nv/; https://www.instagram.com/reel/CuPiaj9r-ZK/; https://www.instagram.com/reel/Ctpf4NBpW95/; https://www.instagram.com/reel/CuAPx0wJocZ/; https://www.instagram.com/reel/CtbwblgRU_k/; https://www.instagram.com/reel/CuSUzDdp3S4/; https://www.instagram.com/p/CuFPFmELou9/; https://www.instagram.com/reel/Ct38o-uNK_o/; https://www.instagram.com/reel/Ct96i3op0vY/; https://www.instagram.com/reel/CuUoHCqs3gq/,ok
pearlcorker.wordpress.com,The Guinea Pig Generation,,The Guinea Pig Generation,,,ok
skinnerdaylilies.com,Skinner Daylilies,,Skinner Daylilies,,,failed
tamalpaistaichi.com,Tamalpais T'ai Chi,,Tamalpais T'ai Chi | Tamalpais T'ai Chi Ch'uan,,,ok
asahisuperdry.com,Asahi Super Dry,Asahi Europe Limited,Asahi Super Dry | Asahi Europe Limited | Asahi Group Holdings Ltd. | Super Dry,,,ok
drrokh.com,Dr. Rokh,,Dr. Rokh,,https://www.instagram.com/dr_rokh_academy/; https://www.facebook.com/Drrokh26/; https://www.linkedin.com/in/parastoo-chamanrokh-ph-d-a647616a,ok
highwaydistribution.net,HIGHWAY DISTRIBUTION,,HIGHWAY DISTRIBUTION,9512108167,https://www.facebook.com/boldthemes/; https://www.instagram.com/bold_themes/,ok
kellyhohlainteriors.com,Kelly Hohla Interiors,,Kelly Hohla Interiors,,https://www.instagram.com/kellyhohla/; https://www.facebook.com/hohlainteriors/,ok
lawrencedy.com,Lawrence Dy,,Lawrence Dy,8584491253,,ok
sullivanswcd.org,Sullivan County Soil Water Conservation District,,Sullivan County Soil Water Conservation District | Sullivan County Soil & Water,8452926552; 8452959073,https://www.facebook.com/profile.php?id=61558103647651,ok
ergoactives.com,Ergoactives,Ergoactives Llc.,Ergoactives | Ergoactives Llc.,,,ok
grpinsurance.com,Global Risk Partners Insurance,Global Risk Partners LLC.,GRP Insurance | Global Risk Partners Insurance | Risk Partners LLC. | Global Risk Partners LLC. | Global Risk Partners,5614487410; 8776416677,,ok
laydomsouth.org,Southern Dominican Laity,,Southern Dominican Laity,,,ok
shoplakebuoy.com,LAKE BuOY,,LAKE BuOY,,,failed
tambasamba.design,Tamba Samba,,Tamba Samba,,,ok
acornlawpc.com,Acorn Law P.C.,Acorn Law P.C.,Acorn Law P.C. | Acorn Law | Acorn Law P,8054093878; 805-409-3878,https://www.facebook.com/acornlaw/,ok
airelibreavenue.com,AIRE LIBRE AVENUE,,AIRE LIBRE AVENUE,,,failed
erichedlund.com,Eric Hedlund,,Eric Hedlund,,,ok
imperiumstrategiesllc.com,Imperium Public Strategies,Imperium Public Strategies LLC.,Imperium Public Strategies | Imperium Public Strategies LLC.,,https://www.linkedin.com/company/imperium-public-strategies,ok
4v21.com,Amazing Online Offers,,Amazing Online Offers,,,failed
intfloors.com,Interior Flooring Solutions,,Interior Flooring Solutions,,,ok
norconindustries.net,Norcon Industries,Norcon Industries Inc.,Norcon Industries | Norcon Industries Inc.,4808392324; 480-839-2324; 480.839.2324,,ok
tic-texas.com,Texas Inpatient Consultants,,Texas Inpatient Consultants | Texas Inpatient,2812650409; 2812650402,https://www.linkedin.com/company/texas-inpatient-consultants-lllp/; https://www.instagram.com/texas_inpatient_consultants/; https://www.facebook.com/TICSugarLand/,ok
trihealthbalance.com,Tri Health Balance,,Tri Health Balance,,,failed
bathpeople.com,Bath People,,Bath People,,https://www.instagram.com/bathpeopleco/; https://www.facebook.com/bathpeople/,ok
bubongstore.com,Bubong Store,Covalent Softwares Pvt. Ltd.,Bubong Store | Covalent Softwares Pvt. Ltd. | Ethics Exports Pvt. Ltd.,,,failed
cedarwork.org,Cedar Work,,Cedar Work | Cedar Work International,,,failed
helixapartments.com,Helix Apartments,Summit Realty LLC.,Helix Apartments | Summit Realty LLC.,,,failed
richardsservicecenter.com,Richards Service Center,,Richards Service Center,,,failed
epertase.com,TIANJIN CONSTRUCTION TECHNOLOGY CO. LTD.,TIANJIN CONSTRUCTION TECHNOLOGY CO. LTD.,TIANJIN CONSTRUCTION TECHNOLOGY CO. LTD.,,,failed
id44.com,ID44,,ID44 | Munden Medical DBA id44,,,failed
laflosd.com,LAFLO,,LAFLO,,,failed
lifeofbtc.org,Beyond The Court LLC.,Beyond The Court LLC.,Beyond The Court LLC. | The Beyond The Court LLC.,8035490083,https://www.facebook.com/Sterling-Council-605921499827431; https://www.instagram.com/life.of.btc/,ok
openairchair.com,Open Air Chair Repair,,Open Air Chair Repair | Open Air Chair,,,failed
sushirawsf.com,Sushi Raw 4,,Sushi Raw 4 | Sushi Raw,,,ok
verve-medical.com,Verve Medical,Verve Medical Inc.,Verve Medical | Verve | Verve Medical Inc.,,,ok
jaredshavelson.com,Jared Shavelson,,Jared Shavelson,,http://instagram.com/jaredshavelson,ok
lgcountryschool.com,Long Grove Country School,,Long Grove Country School | Long Grove Country School - LGCS,8474384834,,ok
wanakenapinecone.wordpress.com,Black Waters Cafe,,Black Waters Cafe,315-309-4040; 3153094040,https://www.facebook.com/profile.php,ok
clevelandheightsapartments.com,Cleveland Heights Apartments,,Cleveland Heights Apartments | 2677 Euclid Heights Blvd | Cleveland Heights Apartments,,,ok
highqualitypcs.com,Highqualitypcs,,Highqualitypcs,,,failed
tylerteaches.com,Tyler teaches com,,Tyler teaches com,,,failed
86fest.com,86FEST,,86FEST,,https://www.facebook.com/86FEST/; https://www.facebook.com/CarsWithoutLimits/; https://www.instagram.com/86fest/; https://www.facebook.com/events/285767488297736/; https://instagram.com/azfrs86/; https://instagram.com/socalsd86/; https://www.facebook.com/TeamTopakRacing,ok
elijahvest.com,Elijah Vestergaard,,Elijah Vestergaard,,,failed
hannacho.com,Hanna cho,,Hanna cho,,,failed
jasonheltonrealestate.com,Jason Helton,,Jason Helton | JASON HELTON REAL ESTATE,,,failed
kathymetzinc.com,Realty Connect USA,,Realty Connect USA,,https://www.facebook.com/; https://www.linkedin.com/; https://www.instagram.com/,ok
platformtemizlik.com,Platform Temizlik,,Platform Temizlik,,,failed
shmstudios.com,SHM Studios,,SHM Studios,,,ok
westtubingcompany.com,West Tubing Company,West Tubing Company,West Tubing Company | West Tubing,828-389-8823,https://www.instagram.com/west_tubing_company/; https://www.facebook.com/westtubingcompany,ok
advance-tcc.com,ADVANCE-TCC,ADVANCE-TCC LLC.,ADVANCE-TCC | ADVANCE-TCC LLC.,,,failed
bluestreakgrinding.com,Blue Streak Grinding,,Blue Streak Grinding | Blue Streak | Bell Helicopter Textron Inc.,6023538088,,ok
tashahmoore.com,Tasha H. Moore,Tasha H Moore LLC.,Tasha H. Moore | Tasha H Moore LLC.,,,failed
thejewishheritagefoundation.com,The Jewish Heritage Foundation,The Jewish Heritage Foundation Inc.,The Jewish Heritage Foundation | The Jewish Heritage Foundation Inc.,,,failed
veritassynergetic.com,Veritas Synergetic,,Veritas Synergetic,,,failed
wellbaum-apiaries.business.site,Wellbaum Acres Apiaries,,Wellbaum Acres Apiaries,,,failed
aroostooktechnologies.com,Aroostook Technologies,Aroostook Technologies Inc.,Aroostook Technologies | Aroostook Technologies Inc.,207-762-9321; 2077629321,,ok
branchedoakmarina.com,Branched Oak Marina,,Branched Oak Marina | Branched Oak Lake Marina,,,failed
brandibaileyphotos.com,Brandi Bailey Photos,,Brandi Bailey Photos,,,failed
daylilyhealth.org,DAYLILY HEALTH,,DAYLILY HEALTH,2485564556,https://www.linkedin.com/company/daylilyhealth; https://facebook.com/daylilyhealth; https://instagram.com/daylilyhealth,ok
woodstocklodge246.org,Woodstock Masonic Lodge 246,,Woodstock Masonic Lodge 246 | Woodstock Masonic Lodge,,,failed
burkeoppenheim.com,Burke Oppenheim,,Burke Oppenheim,,,failed
eringallagher.wordpress.com,Erin Gallagher Jewelry,,Erin Gallagher Jewelry,3124927458,http://www.facebook.com/pages/Chicago-IL/erin-gallagher-jewelry/136555849833?ref=ts,ok
snugharborca.com,Snug Harbor,,Snug Harbor,,,failed
successoilco.com,Success Oil Company,Success Oil Company,Success Oil Company | Success Oil Co.,8004519865; 8189749623,,ok
thermalpd.com,Thermal Process Development,,Thermal Process Development | Thermal Process,,,failed
emergencyinternational.org,Emergency International,,Emergency International,,,ok
foxtrailerservice.com,Fox Trailer Service,Fox Trailer Service LLC.,Fox Trailer Service | Fox Trailer Service LLC. | Fox Trailer,2544343927,https://www.facebook.com/foxtrailerservice/,ok
nomadicbearproductions.com,Nomadic Bear,,Nomadic Bear | Nomadic Bear Productions,,,failed
powersfamilymedicine.com,Powers Family Medicine,Powers Family Medicine pllc.,Powers Family Medicine | Powers Family Medicine pllc. | Powers Medical,2489872958; 2484826222; 12484826222,http://www.facebook.com/powersmedicine,ok
themacks.wordpress.com,God Change,,God Change,,,ok
timothylee.us,Timothy Lee,,Timothy Lee,4087400862,https://linkedin.com/in/timothylee-us; https://www.linkedin.com/in/timothylee-us/,ok
nu-imagepainting.com,Nu Image Painting,,Nu Image Painting | Nu-Image,,,failed
southsidedentalcare-dentalclinic.business.site,Southside Dental Care Dental Clinic,,Southside Dental Care Dental Clinic | Southside Dental Care,,,failed
citadelurban.com,Citadel Urban,,Citadel Urban,2107960167,https://www.instagram.com/citadelurban/; https://www.facebook.com/profile.php?id=61555742331720,ok
coopster.org,Esk River NSW,,Esk River NSW,,,ok
directjet.com,Direct Jet Charter LLC.,Direct Jet Charter LLC.,Direct Jet Charter LLC. | Direct Jet Charter | Direct Jet,,,failed
sacreativedesign.com,SA Creative Design,,SA Creative Design,8326462308,//www.facebook.com,ok
yjlashstudio.com,YJ EYELASH,YJ Eyelash Inc.,YJ EYELASH | YJ Eyelash Inc.,,,failed
sanfranciscowinecenter.com,SF Wine Center,Indie Wine Company,SF Wine Center | San Francisco Wine Center | Indie Wine Company,,,ok
sceniclandscaping.net,Scenic Landscaping,,Scenic Landscaping,,,failed
techsynario.com,Tech Synario,,Tech Synario,,,failed
temploebenezerweslaco.com,TEMPLO EBENEZER WESLACO,,TEMPLO EBENEZER WESLACO,,,failed
cotherix.com,Cotherix,Cotherix Inc.,Cotherix | Cotherix Inc. | ctelion Pharmaceuticals US Inc.,,,failed
leahyfamilydentistry.com,Leahy Family Dentistry,,"Leahy Family Dentistry | Leahy, Kenneth Dds",,,failed
ohanacrm.com,Ohana CRM,,Ohana CRM,,,ok
pd2llc.com,Process Design Development,,Process Design Development,,,failed
romesportshalloffame.com,Rome Sports Hall of Fame,,Rome Sports Hall of Fame | Rome Sports Hall of Fame &amp Museum,,,failed
studiobsalon.net,Studio B Salon,,Studio B Salon,,,failed
aristacons.com,Arista,,Arista,,https://www.facebook.com/Plesk; https://www.linkedin.com/company/plesk,ok
sbmobilenails.com,SB Mobile Nail,,SB Mobile Nail,,,failed
aether-multimedia-llc.business.site,Aether Multimedia Productions LLC.,Aether Multimedia Productions LLC.,Aether Multimedia Productions LLC.,,,failed
aspecialtouchflorist.net,A Special Touch Florist,,A Special Touch Florist,,,failed
cowpaddyfudge.wordpress.com,Cow Paddy Irish Fudge,,Cow Paddy Irish Fudge | Cowpaddyfudge,8133824158,,ok
maquez-kennelz.business.site,Marquez Kennelz,,Marquez Kennelz,,,failed
tax-masters.net,Tax-Masters,,Tax-Masters,,,failed
ticketsregina.com,Tickets Regina,,Tickets Regina,,,failed
abujaluxuryhome.com,Abuja Luxury Homes,,Abuja Luxury Homes | Abuja Luxury Homes & Appartment | Abuja Luxury Homes & Property,,,failed
belozapp.com,BEL-OZ LTD.,BEL-OZ LTD.,BEL-OZ LTD.,,,failed
harmonystarkennel.com,Harmony Star Kennel,,Harmony Star Kennel,,,ok
homesforsalescv.com,Laura Hannasch,,Laura Hannasch,6612502075; 66128686105546,,ok
1stamc.com,1st American Mortgage Corporation,1st American Mortgage Corporation,1st American Mortgage Corporation,,,failed
abbevillecalendar.com,Abbeville Calendar,,Abbeville Calendar,,,ok
apollostreams.com,Apollo Streams,Apollo Streams Inc.,Apollo Streams | Apollo Streams Inc.,8014926296,https://www.facebook.com/Apollo-Streams-103638581396058; https://www.instagram.com/apollostreams/,ok
fitfeetflorida.com,Fit Feet For Life,,Fit Feet For Life | Fit Feet For,7278245100; 8136451993; (813) 563-6458; 8135636458,https://www.facebook.com/FitFeetForLifeFootandAnkle/,ok
kaylabeehler.com,Kayla Beehler,,Kayla Beehler | Ashcroft Inc.,,https://www.linkedin.com/in/kayla-beehler-61691410a/; https://www.instagram.com/kb_designs/,ok
parisfumc.org,Paris First United Methodist Church Inc.,Paris First United Methodist Church Inc.,Paris First United Methodist Church Inc. | Paris FUMC,,,failed
jointguard.com,Joint Guard,,Joint Guard,,,ok
kusbeautyusa.com,Kus beauty,,Kus beauty,,,failed
logansquarelaundry.com,Logan Square Laundry,,Logan Square Laundry,8722786606; (872) 278-6606,https://facebook.com/profile.php?id=61578108756218,ok
mogreenway.com,Greenway Magazine,Kansas City Cannabis Co.,Greenway Magazine | Greenway Media | Kansas City Cannabis Co.,,,ok
al-advertising-diet-store.com,AL Advertising Diet Store,,AL Advertising Diet Store | AL Advertising,,,failed
artworkbydoyle.com,Artwork by Doyle,,Artwork by Doyle,,,failed
bc-hinger.com,BC HINGER,,BC HINGER,,,failed
beautyblueprintllc.com,Beauty Blueprint LLC.,Beauty Blueprint LLC.,Beauty Blueprint LLC. | Beauty Blueprint,,,failed
bookkeepinglogic.com,Bookkeeping Logic,Bookkeeping Logic Inc.,Bookkeeping Logic | Bookkeeping Logic QuickBooks | Bookkeeping Logic Inc.,4086901896,,ok
neomedia-dg.com,Neomedia Design Group,,Neomedia Design Group | Neomedia Design Group - Home,9152012695; +1 915 201-2695,https://www.linkedin.com/company/neomedia-design-group; https://www.facebook.com/neomedia.dg; https://www.instagram.com/neomedia.dg,ok
reveportraits.com,Reve Portraits,Reve Portraits Ltd.,Reve Portraits | Reve Portraits Ltd.,,,failed
rustyskate.com,Rusty Skate,Rusty Skate - Broken Jar LLC.,Rusty Skate | Rusty Skate - Broken Jar LLC. | Broken Jar LLC.,,,failed
shootmethevin.com,Shoot Me The Vin,,Shoot Me The Vin,,,failed
3lechesbake.com,3 Leches Bakery Cafe,Leches Bakery & Cafe LLC.,3 Leches Bakery Cafe | 3 Leches Bakery | Leches Bakery & Cafe LLC.,2252875355; 2255726013,https://www.instagram.com/3lechesbakery/; https://www.facebook.com/3lechesbake/,ok
baypointlabs.com,Bay Point Labs,Bay Point Laboratories Inc.,Bay Point Labs | Bay Point Laboratories Inc.,707-747-6081; 7077476081,,ok
bigtransformerbushings.com,Big Transformer Bushings,,Big Transformer Bushings,3304931890; 3304931893,,ok
feltgoodmusic.com,Feltgood Music,,Feltgood Music | Feltgood,,,failed
lionsteelstructuresco.com,Lion Steel Structures,,Lion Steel Structures,,,failed
royaltycleaningva.co,Fit For Royalty Cleaning LLC.,Fit For Royalty Cleaning LLC.,Fit For Royalty Cleaning LLC.,,,failed
sherricornett.com,Sherri Cornett,,Sherri Cornett,,,ok
childcarecompany.org,THE CHILD CARE COMPANY,THE CHILD CARE COMPANY,THE CHILD CARE COMPANY | Child Care Company,,,ok
kathrynsonmoonlake.com,Kathryn's of Mississippi Inc.,Kathryn's of Mississippi Inc.,Kathryn's of Mississippi Inc.,,,ok
periogel.net,Perio Gel,,Perio Gel | Perio Gel Sales,8774344867,https://www.instagram.com/perioprotect/; https://www.facebook.com/PerioProtect,ok
prashnercpa.com,Prashner CPA,Prashner CPA P.C.,Barbara R. Prashner | Barbara Prashner | Prashner CPA | Prashner CPA P.C. | Barbara R. Prashner CPA P.C.,5123261440,https://www.facebook.com/Barbara-Prashner-CPA-PC-128144142015; https://us.linkedin.com/in/barbara-prashner-cpa-p-c-8914127,ok
whittiershuttle.com,Whittier Alaska Shuttle,,Whittier Alaska Shuttle | Whittier shuttle,//19073506010; 9073506010; 8882578527,,ok
aetheradvisors.com,Aether Advisors,AETHER ADVISORS LLC.,Aether Advisors | AETHER ADVISORS LLC.,,https://www.linkedin.com/in/julie-ryan-3a46504/,ok
ageanabrett.com,Humboldt County Real Estate Agent,,Humboldt County Real Estate Agent,,,failed
crossroadsrvpk.com,Crossroads RV Park,,Crossroads RV Park,,,failed
fightguard.net,Fight Guard Network,,Fight Guard Network | Fightguard,7144575391; 8773036180,,ok
nationalcapitalfitday.com,Black Mold Busters,,Black Mold Busters,,,failed
ordercrustandbuns.com,Crust & Buns,,Crust & Buns,,,failed
